DIRECTION_REVERSE | 2025-05-30 20:51:32
LEVEL_2 | 2025-05-30 20:51:33
STOP | 2025-05-30 20:51:45
LEVEL_0 | 2025-05-30 20:51:45
START | 2025-05-30 20:51:57
DIRECTION_REVERSE | 2025-05-30 20:51:57
LEVEL_2 | 2025-05-30 20:51:57
STOP | 2025-05-30 20:53:16
STOP | 2025-05-30 20:53:16
START | 2025-05-30 20:53:16
DIRECTION_FORWARD | 2025-05-30 20:53:17
LEVEL_4 | 2025-05-30 20:53:19
LEVEL_0 | 2025-05-30 20:53:19
LEVEL_2 | 2025-05-30 20:53:19
LEVEL_0 | 2025-05-30 20:53:19
LEVEL_6 | 2025-05-30 20:53:20
STOP | 2025-05-30 20:53:46
LEVEL_0 | 2025-05-30 20:53:47
START | 2025-05-30 20:54:52
DIRECTION_REVERSE | 2025-05-30 20:54:53
LEVEL_2 | 2025-05-30 20:54:53
STOP | 2025-05-30 20:55:04
LEVEL_0 | 2025-05-30 20:55:05
START | 2025-05-30 20:55:10
DIRECTION_FORWARD | 2025-05-30 20:55:10
LEVEL_2 | 2025-05-30 20:55:10
STOP | 2025-05-30 20:55:31
LEVEL_0 | 2025-05-30 20:55:31
START | 2025-05-30 20:55:45
DIRECTION_REVERSE | 2025-05-30 20:55:45
LEVEL_2 | 2025-05-30 20:55:46
STOP | 2025-05-30 20:56:47
LEVEL_0 | 2025-05-30 20:56:48
LAMP_ON | 2025-05-30 20:56:52
STOP | 2025-05-30 20:56:59
LEVEL_0 | 2025-05-30 20:56:59
